"","adm0_id","adm0_name","adm1_id","adm1_name","mkt_id","mkt_name","cm_id","cm_name","cur_id","cur_name","pt_id","pt_name","um_id","um_name","mp_month","mp_year","mp_price","mp_commoditysource"
"305905",52,"China",908,"Heilongjiang Sheng",2584,"Heilongjiang",51,"Maize - Wholesale",0,"CNY",14,"Wholesale",18,"MT",10,2019,1.652,NA
"305906",52,"China",908,"Heilongjiang Sheng",2584,"Heilongjiang",51,"Maize - Wholesale",0,"CNY",14,"Wholesale",18,"MT",11,2019,1.6625,NA
"305907",52,"China",908,"Heilongjiang Sheng",2584,"Heilongjiang",51,"Maize - Wholesale",0,"CNY",14,"Wholesale",18,"MT",12,2019,1.645,NA
"305908",52,"China",908,"Heilongjiang Sheng",2584,"Heilongjiang",51,"Maize - Wholesale",0,"CNY",14,"Wholesale",18,"MT",1,2020,1.655,NA
"305909",52,"China",908,"Heilongjiang Sheng",2584,"Heilongjiang",51,"Maize - Wholesale",0,"CNY",14,"Wholesale",18,"MT",2,2020,1.7088,NA
"305910",52,"China",908,"Heilongjiang Sheng",2584,"Heilongjiang",51,"Maize - Wholesale",0,"CNY",14,"Wholesale",18,"MT",3,2020,1.7338,NA
"305911",52,"China",908,"Heilongjiang Sheng",2584,"Heilongjiang",51,"Maize - Wholesale",0,"CNY",14,"Wholesale",18,"MT",4,2020,1.7925,NA
"305912",52,"China",908,"Heilongjiang Sheng",2584,"Heilongjiang",51,"Maize - Wholesale",0,"CNY",14,"Wholesale",18,"MT",5,2020,1.8588,NA
"305913",52,"China",908,"Heilongjiang Sheng",2584,"Heilongjiang",51,"Maize - Wholesale",0,"CNY",14,"Wholesale",18,"MT",6,2020,1.89,NA
"305914",52,"China",909,"Henan Sheng",2615,"Zhengzhou",84,"Wheat - Wholesale",0,"CNY",14,"Wholesale",18,"MT",1,2014,2.55,NA
"305915",52,"China",909,"Henan Sheng",2615,"Zhengzhou",84,"Wheat - Wholesale",0,"CNY",14,"Wholesale",18,"MT",2,2014,2.5467,NA
"305916",52,"China",909,"Henan Sheng",2615,"Zhengzhou",84,"Wheat - Wholesale",0,"CNY",14,"Wholesale",18,"MT",3,2014,2.554,NA
"305917",52,"China",909,"Henan Sheng",2615,"Zhengzhou",84,"Wheat - Wholesale",0,"CNY",14,"Wholesale",18,"MT",4,2014,2.53,NA
